"X","name","subtype","length","country","continent","subcluster"
5491,"G.NG.2015.AC13B_A11_HIV_1G.MN944252","G",2568,"NIGERIA","AFRICA",41
5492,"G.NG.2015.AC13B_A4_HIV_1G.MN944251","G",2568,"NIGERIA","AFRICA",41
5490,"G.NG.2015.AC13B_B5_HIV_1G.MN944253","G",2568,"NIGERIA","AFRICA",41
5489,"G.NG.2015.AC13B_B9_HIV_1G.MN944254","G",2568,"NIGERIA","AFRICA",41
5487,"G.NG.2015.AC13B_C12_HIV_1G.MN944257","G",2568,"NIGERIA","AFRICA",41
5488,"G.NG.2015.AC13B_C2_HIV_1G.MN944255","G",2568,"NIGERIA","AFRICA",41
5417,"G.NG.2015.AC13B_C8_HIV_1G.MN944256","G",2571,"NIGERIA","AFRICA",30
5512,"G.NG.2015.AC13B_D3_HIV_1G.MN944258","G",2565,"NIGERIA","AFRICA",41
5416,"G.NG.2015.AC13B_D9_HIV_1G.MN944259","G",2571,"NIGERIA","AFRICA",28
5415,"G.NG.2015.AC13B_F5_HIV_1G.MN944260","G",2571,"NIGERIA","AFRICA",41
5539,"G.NG.2015.AC13B_F8_HIV_1G.MN944261","G",2556,"NIGERIA","AFRICA",41
5414,"G.NG.2015.AC13B_G3_HIV_1G.MN944262","G",2571,"NIGERIA","AFRICA",41
5486,"G.NG.2015.AC13B_G4_HIV_1G.MN944263","G",2568,"NIGERIA","AFRICA",41
5485,"G.NG.2015.AC13B_G6_HIV_1G.MN944264","G",2568,"NIGERIA","AFRICA",41
5511,"G.NG.2015.AC13B_G7_HIV_1G.MN944265","G",2565,"NIGERIA","AFRICA",41
5484,"G.NG.2015.AC13B_H5_HIV_1G.MN944266","G",2568,"NIGERIA","AFRICA",41
5413,"G.NG.2015.AP02_A10_HIV_1G.MN944270","G",2571,"NIGERIA","AFRICA",30
5355,"G.NG.2015.AP02_A11_HIV_1G.MN944271","G",2577,"NIGERIA","AFRICA",41
5483,"G.NG.2015.AP02_A2_HIV_1G.MN944267","G",2568,"NIGERIA","AFRICA",30
5305,"G.NG.2015.AP02_A5_HIV_1G.MN944268","G",2583,"NIGERIA","AFRICA",41
5278,"G.NG.2015.AP02_A8_HIV_1G.MN944269","G",2586,"NIGERIA","AFRICA",41
5397,"G.NG.2015.AP02_B12_HIV_1G.MN944273","G",2574,"NIGERIA","AFRICA",41
5482,"G.NG.2015.AP02_B8_HIV_1G.MN944272","G",2568,"NIGERIA","AFRICA",41
5330,"G.NG.2015.AP02_C1_HIV_1G.MN944274","G",2580,"NIGERIA","AFRICA",30
5245,"G.NG.2015.AP02_C11_HIV_1G.MN944277","G",2595,"NIGERIA","AFRICA",30
5259,"G.NG.2015.AP02_C2_HIV_1G.MN944275","G",2589,"NIGERIA","AFRICA",41
5304,"G.NG.2015.AP02_C6_HIV_1G.MN944276","G",2583,"NIGERIA","AFRICA",30
5277,"G.NG.2015.AP02_D2_HIV_1G.MN944278","G",2586,"NIGERIA","AFRICA",30
5276,"G.NG.2015.AP02_D6_HIV_1G.MN944279","G",2586,"NIGERIA","AFRICA",30
5412,"G.NG.2015.AP02_E1_HIV_1G.MN944280","G",2571,"NIGERIA","AFRICA",41
5410,"G.NG.2015.AP02_E11_HIV_1G.MN944284","G",2570,"NIGERIA","AFRICA",40
5275,"G.NG.2015.AP02_E3_HIV_1G.MN944281","G",2586,"NIGERIA","AFRICA",30
5411,"G.NG.2015.AP02_E6_HIV_1G.MN944282","G",2571,"NIGERIA","AFRICA",41
5274,"G.NG.2015.AP02_E8_HIV_1G.MN944283","G",2586,"NIGERIA","AFRICA",41
5273,"G.NG.2015.AP02_F3_HIV_1G.MN944285","G",2586,"NIGERIA","AFRICA",30
5409,"G.NG.2015.AP02_F4_HIV_1G.MN944286","G",2571,"NIGERIA","AFRICA",30
5272,"G.NG.2015.AP02_F7_HIV_1G.MN944287","G",2586,"NIGERIA","AFRICA",30
5269,"G.NG.2015.AP02_G10_HIV_1G.MN944291","G",2586,"NIGERIA","AFRICA",30
5329,"G.NG.2015.AP02_G12_HIV_1G.MN944292","G",2580,"NIGERIA","AFRICA",41
5271,"G.NG.2015.AP02_G2_HIV_1G.MN944288","G",2586,"NIGERIA","AFRICA",41
5270,"G.NG.2015.AP02_G6_HIV_1G.MN944289","G",2586,"NIGERIA","AFRICA",41
5408,"G.NG.2015.AP02_G9_HIV_1G.MN944290","G",2571,"NIGERIA","AFRICA",30
5268,"G.NG.2015.AP02_H12_HIV_1G.MN944295","G",2586,"NIGERIA","AFRICA",30
5303,"G.NG.2015.AP02_H3_HIV_1G.MN944293","G",2583,"NIGERIA","AFRICA",30
5396,"G.NG.2015.AP02_H5_HIV_1G.MN944294","G",2574,"NIGERIA","AFRICA",30
5230,"G.NG.2015.AP04_A11_HIV_1G.MN944296","G",2607,"NIGERIA","AFRICA",41
5328,"G.NG.2015.AP04_B10_HIV_1G.MN944299","G",2580,"NIGERIA","AFRICA",41
5327,"G.NG.2015.AP04_B11_HIV_1G.MN944300","G",2580,"NIGERIA","AFRICA",41
5267,"G.NG.2015.AP04_B3_HIV_1G.MN944297","G",2586,"NIGERIA","AFRICA",41
5655,"G.NG.2015.AP04_B5_HIV_1G.MN944298","G",2435,"NIGERIA","AFRICA",30
5324,"G.NG.2015.AP04_C11_HIV_1G.MN944304","G",2580,"NIGERIA","AFRICA",41
5326,"G.NG.2015.AP04_C3_HIV_1G.MN944301","G",2580,"NIGERIA","AFRICA",41
5215,"G.NG.2015.AP04_C4_HIV_1G.MN944302","G",2625,"NIGERIA","AFRICA",16
5325,"G.NG.2015.AP04_C9_HIV_1G.MN944303","G",2580,"NIGERIA","AFRICA",41
5207,"G.NG.2015.AP04_D12_HIV_1G.MN944309","G",2628,"NIGERIA","AFRICA",41
5323,"G.NG.2015.AP04_D5_HIV_1G.MN944305","G",2580,"NIGERIA","AFRICA",41
5322,"G.NG.2015.AP04_D6_HIV_1G.MN944306","G",2580,"NIGERIA","AFRICA",41
5321,"G.NG.2015.AP04_D7_HIV_1G.MN944307","G",2580,"NIGERIA","AFRICA",41
5320,"G.NG.2015.AP04_D8_HIV_1G.MN944308","G",2580,"NIGERIA","AFRICA",41
5319,"G.NG.2015.AP04_E2_HIV_1G.MN944310","G",2580,"NIGERIA","AFRICA",41
5206,"G.NG.2015.AP04_E6_HIV_1G.MN944311","G",2628,"NIGERIA","AFRICA",41
5318,"G.NG.2015.AP04_F2_HIV_1G.MN944312","G",2580,"NIGERIA","AFRICA",41
5317,"G.NG.2015.AP04_F3_HIV_1G.MN944313","G",2580,"NIGERIA","AFRICA",41
5579,"G.NG.2015.AP04_F4_HIV_1G.MN944314","G",2550,"NIGERIA","AFRICA",41
5205,"G.NG.2015.AP04_F8DBL_HIV_1G.MN944315","G",2627,"NIGERIA","AFRICA",41
5316,"G.NG.2015.AP04_G1_HIV_1G.MN944316","G",2580,"NIGERIA","AFRICA",41
5204,"G.NG.2015.AP04_G11_HIV_1G.MN944319","G",2628,"NIGERIA","AFRICA",41
5481,"G.NG.2015.AP04_G2_HIV_1G.MN944317","G",2568,"NIGERIA","AFRICA",41
5620,"G.NG.2015.AP04_G6_HIV_1G.MN944318","G",2535,"NIGERIA","AFRICA",41
5354,"G.NG.2015.AP05_C2_HIV_1G.MN944320","G",2577,"NIGERIA","AFRICA",41
5353,"G.NG.2015.AP05_D11_HIV_1G.MN944321","G",2577,"NIGERIA","AFRICA",41
5510,"G.NG.2015.AP13_A10_HIV_1G.MN944350","G",2565,"NIGERIA","AFRICA",41
5477,"G.NG.2015.AP13_A12_HIV_1G.MN944351","G",2568,"NIGERIA","AFRICA",41
5480,"G.NG.2015.AP13_A2_HIV_1G.MN944347","G",2568,"NIGERIA","AFRICA",41
5479,"G.NG.2015.AP13_A4_HIV_1G.MN944348","G",2568,"NIGERIA","AFRICA",41
5478,"G.NG.2015.AP13_A5_HIV_1G.MN944349","G",2568,"NIGERIA","AFRICA",41
5509,"G.NG.2015.AP13_B11_HIV_1G.MN944354","G",2565,"NIGERIA","AFRICA",41
5407,"G.NG.2015.AP13_B12_HIV_1G.MN944355","G",2571,"NIGERIA","AFRICA",41
5476,"G.NG.2015.AP13_B2_HIV_1G.MN944352","G",2568,"NIGERIA","AFRICA",41
5315,"G.NG.2015.AP13_B4_HIV_1G.MN944353","G",2580,"NIGERIA","AFRICA",41
5475,"G.NG.2015.AP13_C1_HIV_1G.MN944356","G",2568,"NIGERIA","AFRICA",41
5472,"G.NG.2015.AP13_C10_HIV_1G.MN944359","G",2568,"NIGERIA","AFRICA",41
5471,"G.NG.2015.AP13_C11_HIV_1G.MN944360","G",2568,"NIGERIA","AFRICA",41
5470,"G.NG.2015.AP13_C12_HIV_1G.MN944361","G",2568,"NIGERIA","AFRICA",41
5474,"G.NG.2015.AP13_C2_HIV_1G.MN944357","G",2568,"NIGERIA","AFRICA",41
5473,"G.NG.2015.AP13_C8_HIV_1G.MN944358","G",2568,"NIGERIA","AFRICA",41
5465,"G.NG.2015.AP13_D10_HIV_1G.MN944367","G",2568,"NIGERIA","AFRICA",41
5469,"G.NG.2015.AP13_D2_HIV_1G.MN944362","G",2568,"NIGERIA","AFRICA",41
5352,"G.NG.2015.AP13_D3_HIV_1G.MN944363","G",2577,"NIGERIA","AFRICA",41
5468,"G.NG.2015.AP13_D5_HIV_1G.MN944364","G",2568,"NIGERIA","AFRICA",41
5467,"G.NG.2015.AP13_D6_HIV_1G.MN944365","G",2568,"NIGERIA","AFRICA",41
5466,"G.NG.2015.AP13_D8_HIV_1G.MN944366","G",2568,"NIGERIA","AFRICA",41
5406,"G.NG.2015.AP13_E1_HIV_1G.MN944368","G",2571,"NIGERIA","AFRICA",41
5462,"G.NG.2015.AP13_E11_HIV_1G.MN944372","G",2568,"NIGERIA","AFRICA",41
5464,"G.NG.2015.AP13_E3_HIV_1G.MN944369","G",2568,"NIGERIA","AFRICA",16
5463,"G.NG.2015.AP13_E5_HIV_1G.MN944370","G",2568,"NIGERIA","AFRICA",41
5508,"G.NG.2015.AP13_E6_HIV_1G.MN944371","G",2565,"NIGERIA","AFRICA",41
5459,"G.NG.2015.AP13_F10_HIV_1G.MN944377","G",2568,"NIGERIA","AFRICA",41
5458,"G.NG.2015.AP13_F11_HIV_1G.MN944378","G",2568,"NIGERIA","AFRICA",41
5405,"G.NG.2015.AP13_F12_HIV_1G.MN944379","G",2571,"NIGERIA","AFRICA",41
5507,"G.NG.2015.AP13_F2_HIV_1G.MN944373","G",2565,"NIGERIA","AFRICA",41
5461,"G.NG.2015.AP13_F6_HIV_1G.MN944374","G",2568,"NIGERIA","AFRICA",41
5460,"G.NG.2015.AP13_F7_HIV_1G.MN944375","G",2568,"NIGERIA","AFRICA",41
5351,"G.NG.2015.AP13_F8_HIV_1G.MN944376","G",2577,"NIGERIA","AFRICA",41
5454,"G.NG.2015.AP13_H12_HIV_1G.MN944384","G",2568,"NIGERIA","AFRICA",41
5457,"G.NG.2015.AP13_H5_HIV_1G.MN944380","G",2568,"NIGERIA","AFRICA",41
5456,"G.NG.2015.AP13_H6_HIV_1G.MN944381","G",2568,"NIGERIA","AFRICA",41
5524,"G.NG.2015.AP13_H7_HIV_1G.MN944382","G",2562,"NIGERIA","AFRICA",41
5455,"G.NG.2015.AP13_H9_HIV_1G.MN944383","G",2568,"NIGERIA","AFRICA",41
5402,"G.NL.1991.M127_11101991_B7.KJ669951","G",2571,"NETHERLANDS","EUROPA",41
5534,"G.NL.1991.M127_11101991_B8.KJ669944","G",2559,"NETHERLANDS","EUROPA",41
5533,"G.NL.1991.M127_11101991_B9.KJ669945","G",2559,"NETHERLANDS","EUROPA",41
5531,"G.NL.1991.M127_11101991_D7.KJ669947","G",2559,"NETHERLANDS","EUROPA",41
5450,"G.NL.1991.M127_11101991_D8.KJ669948","G",2568,"NETHERLANDS","EUROPA",41
5530,"G.NL.1991.M127_11101991_E11.KJ669950","G",2559,"NETHERLANDS","EUROPA",30
5532,"G.NL.1991.M127_11101991_E12.KJ669946","G",2559,"NETHERLANDS","EUROPA",41
5257,"G.NL.1991.M127_11101991_F11.KJ669952","G",2589,"NETHERLANDS","EUROPA",41
5555,"G.NL.1991.M127_11101991_G2.KJ669953","G",2553,"NETHERLANDS","EUROPA",41
5393,"G.NL.1991.M127_11101991_G7.KJ669954","G",2574,"NETHERLANDS","EUROPA",41
5449,"G.NL.1991.M127_11101991_H4.KJ669949","G",2568,"NETHERLANDS","EUROPA",41
5451,"G.NL.1991.M127_27031991_A12.KJ669942","G",2568,"NETHERLANDS","EUROPA",41
5403,"G.NL.1991.M127_27031991_B2.KJ669943","G",2571,"NETHERLANDS","EUROPA",41
5452,"G.NL.1991.M127_27031991_C7.KJ669941","G",2568,"NETHERLANDS","EUROPA",41
5394,"G.NL.1991.M127_27031991_F7.KJ669940","G",2574,"NETHERLANDS","EUROPA",41
5529,"G.NL.1992.C127_07091992_A7.KJ669957","G",2559,"NETHERLANDS","EUROPA",41
5528,"G.NL.1992.C127_07091992_A9.KJ669958","G",2559,"NETHERLANDS","EUROPA",41
5448,"G.NL.1992.C127_07091992_C4.KJ669955","G",2568,"NETHERLANDS","EUROPA",41
5447,"G.NL.1992.C127_07091992_G12.KJ669956","G",2568,"NETHERLANDS","EUROPA",41
5015,"G.PT.-.PT2695.AY612637","G",9655,"PORTUGAL","EUROPA",41
5016,"G.PT.-.PT3037.FR846408","G",9649,"PORTUGAL","EUROPA",41
5017,"G.PT.-.PT3306.FR846409","G",9562,"PORTUGAL","EUROPA",41
5018,"G.PT.-.PT988.FR846410","G",9446,"PORTUGAL","EUROPA",41
5560,"G.PT.2000.00PTHDEEBB.MH045989","G",2553,"PORTUGAL","EUROPA",41
5925,"G.PT.2003.1182_48_2225_20030423.DQ877867","G",1485,"PORTUGAL","EUROPA",41
5924,"G.PT.2003.1182_48_2231_20030609.DQ877873","G",1480,"PORTUGAL","EUROPA",41
5923,"G.PT.2003.1182_48_2238_20030731.DQ877877","G",1497,"PORTUGAL","EUROPA",41
5658,"G.PT.2008.X2446_G3.HQ236613","G",2288,"PORTUGAL","EUROPA",41
5519,"G.RO.2007.X2483_G12.HQ236576","G",2564,"ROMANIA","EUROPA",41
5761,"G.RU.-.RU570.DQ234256","G",1680,"RUSSIAN FEDERATION","ASIA",41
5598,"G.RU.-.RU570_AAioC_pAAGe_18.EF367209","G",2533,"RUSSIAN FEDERATION","ASIA",41
5597,"G.RU.-.RU570_AAioC_pAAGe_18.EF367210","G",2544,"RUSSIAN FEDERATION","ASIA",41
5596,"G.RU.-.RU570_AAioC_pAAGe_18.EF367211","G",2544,"RUSSIAN FEDERATION","ASIA",41
5595,"G.RU.-.RU570_AAioC_pAAGe_18.EF367212","G",2544,"RUSSIAN FEDERATION","ASIA",41
5551,"G.RU.-.RU570_AAioC_pAAGe_18.EF367213","G",2553,"RUSSIAN FEDERATION","ASIA",41
5594,"G.RU.-.RU570_AAioC_pAAGe_18.EF367214","G",2544,"RUSSIAN FEDERATION","ASIA",41
5593,"G.RU.-.RU570_AAioC_pAAGe_18.EF367215","G",2544,"RUSSIAN FEDERATION","ASIA",41
5592,"G.RU.-.RU570_AAioC_pAAGe_18.EF367221","G",2544,"RUSSIAN FEDERATION","ASIA",41
5547,"G.RU.-.RU570_AAioC_pAAGe_18.EF367223","G",2553,"RUSSIAN FEDERATION","ASIA",41
5591,"G.RU.-.RU570_AAioC_pAAGe_18.EF367225","G",2544,"RUSSIAN FEDERATION","ASIA",41
5590,"G.RU.-.RU570_AAioC_pAAGe_18.EF367228","G",2544,"RUSSIAN FEDERATION","ASIA",41
5546,"G.RU.-.RU570_AAioC_pAAGe_18.EF367229","G",2553,"RUSSIAN FEDERATION","ASIA",41
5548,"G.RU.-.RU570_CoTol_pAAGe_18.EF367220","G",2542,"RUSSIAN FEDERATION","ASIA",41
5652,"G.RU.-.RU570_eeTAT_pAAGe_20.EF367208","G",2523,"RUSSIAN FEDERATION","ASIA",41
5651,"G.RU.-.RU570_eeTAT_pAAGe_20.EF367216","G",2523,"RUSSIAN FEDERATION","ASIA",41
5549,"G.RU.-.RU570_eeTAT_pAAGe_20.EF367218","G",2553,"RUSSIAN FEDERATION","ASIA",41
5650,"G.RU.-.RU570_eeTAT_pAAGe_20.EF367219","G",2523,"RUSSIAN FEDERATION","ASIA",41
5649,"G.RU.-.RU570_eeTAT_pAAGe_20.EF367222","G",2523,"RUSSIAN FEDERATION","ASIA",41
5648,"G.RU.-.RU570_eeTAT_pAAGe_20.EF367224","G",2523,"RUSSIAN FEDERATION","ASIA",41
5647,"G.RU.-.RU570_eeTAT_pAAGe_20.EF367226","G",2511,"RUSSIAN FEDERATION","ASIA",41
5646,"G.RU.-.RU570_eeTAT_pAAGe_20.EF367227","G",2523,"RUSSIAN FEDERATION","ASIA",41
5645,"G.RU.-.RU570_eeTAT_pAAGe_20.EF367230","G",2523,"RUSSIAN FEDERATION","ASIA",41
5545,"G.RU.-.RU570_eeTAT_pAAGe_20.EF367231","G",2553,"RUSSIAN FEDERATION","ASIA",41
5644,"G.RU.-.RU570_eeTAT_pAAGe_20.EF367232","G",2523,"RUSSIAN FEDERATION","ASIA",41
5643,"G.RU.-.RU570_eeTAT_pAAGe_20.EF367233","G",2523,"RUSSIAN FEDERATION","ASIA",41
5642,"G.RU.-.RU570_eeTAT_pAAGe_20.EF367234","G",2523,"RUSSIAN FEDERATION","ASIA",41
5544,"G.RU.-.RU570_iu_ToC.EU090200","G",2553,"RUSSIAN FEDERATION","ASIA",41
5589,"G.RU.-.RU570_pAAGe_CoTol_PM_1_CulTue.EU090201","G",2544,"RUSSIAN FEDERATION","ASIA",41
5550,"G.RU.-.RU570_TAT.EF367217","G",2547,"RUSSIAN FEDERATION","ASIA",41
5062,"G.RU.1989.RU_SRMT_1989.MF614605","G",8880,"RUSSIAN FEDERATION","ASIA",41
5155,"G.RU.1992.92RU131_16_RU13116.U27445","G",2863,"RUSSIAN FEDERATION","ASIA",41
5156,"G.RU.1992.92RU131_9.U30312","G",2863,"RUSSIAN FEDERATION","ASIA",41
5177,"G.RU.2003.PAT12.GU991873","G",2739,"RUSSIAN FEDERATION","ASIA",41
5181,"G.RU.2004.PAT05.GU991866","G",2732,"RUSSIAN FEDERATION","ASIA",41
5173,"G.RU.2004.PAT06.GU991867","G",2744,"RUSSIAN FEDERATION","ASIA",41
5179,"G.RU.2004.PAT10.GU991871","G",2716,"RUSSIAN FEDERATION","ASIA",41
5178,"G.RU.2004.PAT11.GU991872","G",2735,"RUSSIAN FEDERATION","ASIA",41
5175,"G.RU.2004.PAT15.GU991876","G",2707,"RUSSIAN FEDERATION","ASIA",41
5184,"G.RU.2004.PAT16.GU991877","G",2689,"RUSSIAN FEDERATION","ASIA",41
5172,"G.RU.2004.PAT18.GU991879","G",2754,"RUSSIAN FEDERATION","ASIA",41
5169,"G.RU.2006.PAT02.GU991863","G",2759,"RUSSIAN FEDERATION","ASIA",41
5191,"G.RU.2006.PAT03.GU991864","G",2624,"RUSSIAN FEDERATION","ASIA",41
5189,"G.RU.2006.PAT04.GU991865","G",2649,"RUSSIAN FEDERATION","ASIA",41
5171,"G.RU.2006.PAT07.GU991868","G",2759,"RUSSIAN FEDERATION","ASIA",41
5180,"G.RU.2006.PAT08.GU991869","G",2725,"RUSSIAN FEDERATION","ASIA",41
5188,"G.RU.2006.PAT09.GU991870","G",2660,"RUSSIAN FEDERATION","ASIA",41
5176,"G.RU.2006.PAT13.GU991874","G",2735,"RUSSIAN FEDERATION","ASIA",41
5170,"G.RU.2006.PAT14.GU991875","G",2751,"RUSSIAN FEDERATION","ASIA",41
5187,"G.RU.2006.PAT17.GU991878","G",2659,"RUSSIAN FEDERATION","ASIA",41
5174,"G.RU.2006.PAT19.GU991880","G",2741,"RUSSIAN FEDERATION","ASIA",41
5182,"G.RU.2006.PAT20.GU991881","G",2742,"RUSSIAN FEDERATION","ASIA",41
5186,"G.RU.2006.PAT21.GU991882","G",2647,"RUSSIAN FEDERATION","ASIA",41
5190,"G.RU.2006.PAT22.GU991883","G",2644,"RUSSIAN FEDERATION","ASIA",41
5612,"G.RU.2012.FOST168.MF990545","G",2533,"RUSSIAN FEDERATION","ASIA",41
5047,"G.RU.2012.RU_SRD_2012.MF614606","G",8861,"RUSSIAN FEDERATION","ASIA",41
5051,"G.RU.2014.RU_SRD_2014.MF614607","G",8830,"RUSSIAN FEDERATION","ASIA",41
5028,"G.SE.1993.SE6165_G6165.AF061642","G",9074,"SWEDEN","EUROPA",30
5744,"G.SN.1995.SN_056P.MW124104","G",1727,"SENEGAL","AFRICA",41
5721,"G.SN.1995.SN_068P.MW124114","G",1757,"SENEGAL","AFRICA",41
5856,"G.SN.1998.68HPD.FN599717","G",1564,"SENEGAL","AFRICA",41
5838,"G.SN.1998.98SN_63HPD.AJ286982","G",1572,"SENEGAL","AFRICA",41
5855,"G.SN.1998.98SN_68HPD_31_7_98.AJ583723","G",1565,"SENEGAL","AFRICA",41
5751,"G.SN.2001.01SN_63HPD_13_3_01.AJ583750","G",1697,"SENEGAL","AFRICA",41
5733,"G.SN.2001.334HALD.FN599705","G",1749,"SENEGAL","AFRICA",41
5705,"G.SN.2004.04SN_MS209.FM210696","G",1760,"SENEGAL","AFRICA",41
5688,"G.SN.2004.04SN_MS210.FM210697","G",1770,"SENEGAL","AFRICA",41
5704,"G.SN.2004.04SN_MS279.FM210704","G",1758,"SENEGAL","AFRICA",41
5700,"G.SN.2004.04SN_MS285.FM210706","G",1761,"SENEGAL","AFRICA",41
5707,"G.SN.2004.04SN_MS297.FM210708","G",1760,"SENEGAL","AFRICA",41
5690,"G.SN.2004.04SN_MS486.FM210721","G",1769,"SENEGAL","AFRICA",41
5740,"G.SN.2005.1720_Al.FN599788","G",1740,"SENEGAL","AFRICA",41
5998,"G.SN.2009.SN-4928-HALD.JN673707","G",1472,"SENEGAL","AFRICA",41
5674,"G.TG.2006.06TG.HT056.FM955693","G",1790,"TOGO","AFRICA",41
5708,"G.TG.2006.06TG.HT065.FM955700","G",1760,"TOGO","AFRICA",30
5689,"G.TG.2006.06TG.HT068.FM955702","G",1763,"TOGO","AFRICA",41
5666,"G.TG.2006.06TG.HT081.FM955711","G",1813,"TOGO","AFRICA",41
5692,"G.TG.2006.06TG.HT082.FM955712","G",1755,"TOGO","AFRICA",16
5667,"G.TG.2006.06TG.HT086.FM955715","G",1809,"TOGO","AFRICA",41
5673,"G.TG.2006.06TG.HT087.FM955716","G",1783,"TOGO","AFRICA",41
5682,"G.TG.2006.06TG.HT116.FM955721","G",1771,"TOGO","AFRICA",41
5668,"G.TG.2006.06TG.HT139.FM955734","G",1807,"TOGO","AFRICA",41
5669,"G.TG.2006.06TG.HT149.FM955738","G",1797,"TOGO","AFRICA",41
5687,"G.TG.2008.08TG_C7022.FR715290","G",1760,"TOGO","AFRICA",41
5691,"G.TG.2008.08TG_E5011.FR715270","G",1763,"TOGO","AFRICA",41
5662,"G.TG.2008.08TG_E5047.FR715281","G",1818,"TOGO","AFRICA",41
5728,"G.TG.2009.TG-1-025.KC350214","G",1751,"TOGO","AFRICA",41
5681,"G.TG.2009.TG-1-050.KC350114","G",1780,"TOGO","AFRICA",41
5763,"G.TG.2009.TG-2-080.KC350208","G",1668,"TOGO","AFRICA",39
5741,"G.TG.2009.TG-3-105.KC350109","G",1733,"TOGO","AFRICA",41
5734,"G.TG.2009.TG-3-137.KC350310","G",1749,"TOGO","AFRICA",41
5686,"G.TG.2009.TG-3-344.KC350112","G",1759,"TOGO","AFRICA",41
5760,"G.TG.2010.TG-1-353.KC350181","G",1676,"TOGO","AFRICA",41
5683,"G.TG.2010.TG-1-369.KC350110","G",1759,"TOGO","AFRICA",41
5742,"G.TG.2010.TG-1-472.KC350115","G",1726,"TOGO","AFRICA",41
5770,"G.TG.2010.TG-2-292.KC350205","G",1652,"TOGO","AFRICA",41
5702,"G.TG.2010.TG-3-604.KC350113","G",1751,"TOGO","AFRICA",41
5694,"G.TG.2010.TG-3-620.KC350111","G",1768,"TOGO","AFRICA",41
5748,"G.TG.2011.TG-3-628.KC350318","G",1710,"TOGO","AFRICA",41
5749,"G.TG.2011.TG-5-470.KC350301","G",1719,"TOGO","AFRICA",41
5148,"G.UG.1992.92UG975_10_JW3.U27426","G",2928,"UGANDA","AFRICA",41
5952,"G.UG.2002.AMU059.KJ906677","G",1455,"UGANDA","AFRICA",41
5951,"G.UG.2006.MBA1191.KJ906889","G",1450,"UGANDA","AFRICA",41
5985,"G.UG.2010.5130801_RES.JX499018","G",1488,"UGANDA","AFRICA",41
5960,"G.US.2001.NC_LC_1361.KY579463","G",1459,"UNITED STATES","AMERICA",41
5959,"G.US.2007.NC_LC_1151.KY579481","G",1485,"UNITED STATES","AMERICA",41
5961,"G.US.2007.NC_LC_1886.KY579444","G",1484,"UNITED STATES","AMERICA",41
5953,"G.US.2008.NC_LC_1475.KY579808","G",1462,"UNITED STATES","AMERICA",41
5963,"G.US.2009.10002768.MH353707","G",1465,"UNITED STATES","AMERICA",41
5962,"G.US.2010.NC_LC_1184.KY579415","G",1479,"UNITED STATES","AMERICA",41
5958,"G.US.2010.NC_LC_1520.KY579502","G",1478,"UNITED STATES","AMERICA",41
5956,"G.US.2012.NC_LC_1248.KY579523","G",1495,"UNITED STATES","AMERICA",41
5955,"G.US.2013.NC_LC_1698.KY579616","G",1463,"UNITED STATES","AMERICA",41
5954,"G.US.2013.NC_LC_1742.KY579776","G",1486,"UNITED STATES","AMERICA",41
5957,"G.US.2014.NC_LC_1309.KY579520","G",1495,"UNITED STATES","AMERICA",41
5113,"G.US.2016.00926_PH331_W10_3HG19_BAR10_Seq1_PAe0_NuReA497.MT307677","G",4748,"UNITED STATES","AMERICA",41
5126,"G.US.2016.00926_PH331_W10_5HG17_BAR10_Seq1_PAe0_NuReA496.MT308215","G",4490,"UNITED STATES","AMERICA",41
5112,"G.US.2016.00926_PH331_W11_3HG19_BAR17_Seq1_PAe0_NuReA496.MT307678","G",4748,"UNITED STATES","AMERICA",41
5125,"G.US.2016.00926_PH331_W11_5HG17_BAR17_Seq1_PAe0_NuReA493.MT308216","G",4490,"UNITED STATES","AMERICA",41
5111,"G.US.2016.00926_PH331_W12_3HG19_BAR19_Seq1_PAe0_NuReA497.MT307679","G",4748,"UNITED STATES","AMERICA",41
5124,"G.US.2016.00926_PH331_W12_5HG17_BAR19_Seq1_PAe0_NuReA495.MT308217","G",4490,"UNITED STATES","AMERICA",41
5110,"G.US.2016.00926_PH331_W14-SAHA_3HG19_BAR46_Seq1_PAe0_NuReA495.MT307680","G",4748,"UNITED STATES","AMERICA",41
5123,"G.US.2016.00926_PH331_W14-SAHA_5HG17_BAR46_Seq1_PAe0_NuReA497.MT308218","G",4490,"UNITED STATES","AMERICA",41
5109,"G.US.2016.00926_PH331_W15_3HG19_BAR21_Seq1_PAe0_NuReA496.MT307681","G",4748,"UNITED STATES","AMERICA",41
5122,"G.US.2016.00926_PH331_W15_5HG17_BAR21_Seq1_PAe0_NuReA497.MT308219","G",4490,"UNITED STATES","AMERICA",41
5108,"G.US.2016.00926_PH331_W16_3HG19_BAR29_Seq1_PAe0_NuReA495.MT307682","G",4748,"UNITED STATES","AMERICA",41
5121,"G.US.2016.00926_PH331_W16_5HG17_BAR29_Seq1_PAe0_NuReA491.MT308220","G",4490,"UNITED STATES","AMERICA",41
5107,"G.US.2016.00926_PH331_W17_3HG19_BAR32_Seq1_PAe0_NuReA495.MT307683","G",4748,"UNITED STATES","AMERICA",41
5120,"G.US.2016.00926_PH331_W17_5HG17_BAR32_Seq1_PAe0_NuReA496.MT308221","G",4490,"UNITED STATES","AMERICA",41
